Data Set 1:Time(s),Data Set 1:Sound Pressure
0,0.05267028883099556
1.0000000000000001e-05,0.032629393041133881
2.0000000000000002e-05,0.00730133056640625
3.0000000000000001e-05,-0.02049407921731472
4.0000000000000003e-05,-0.04652709886431694
5.0000000000000002e-05,-0.070445254445075989
6.0000000000000002e-05,-0.092852786183357239
6.9999999999999994e-05,-0.11536101996898651
8.0000000000000007e-05,-0.13802032172679901
9.0000000000000006e-05,-0.15866546332836151
0.0001,-0.17664185166358948
0.00011,-0.19305725395679474
0.00012,-0.2079620361328125
0.00012999999999999999,-0.22231292724609375
0.00013999999999999999,-0.23585815727710724
0.00014999999999999999,-0.24733886122703552
0.00016000000000000001,-0.25740966200828552
0.00017000000000000001,-0.26632231473922729
0.00018000000000000001,-0.27473145723342896
0.00019000000000000001,-0.28309020400047302
0.00020000000000000001,-0.29074400663375854
0.00021000000000000001,-0.29653471708297729
0.00022000000000000001,-0.30026093125343323
0.00023000000000000001,-0.30383604764938354
0.00024000000000000001,-0.3066558837890625
0.00025000000000000001,-0.30761259794235229
0.00025999999999999998,-0.30610197782516479
0.00027,-0.30303040146827698
0.00027999999999999998,-0.29829710721969604
0.00029,-0.29195252060890198
0.00029999999999999997,-0.28364410996437073
0.00031,-0.27377471327781677
0.00032000000000000003,-0.26274719834327698
0.00033,-0.24895019829273224
0.00034000000000000002,-0.23334045708179474
0.00035,-0.21757964789867401
0.00036000000000000002,-0.201416015625
0.00036999999999999999,-0.18515166640281677
0.00038000000000000002,-0.1676788330078125
0.00038999999999999999,-0.14889678359031677
0.00040000000000000002,-0.13031616806983948
0.00040999999999999999,-0.1143035888671875
0.00042000000000000002,-0.09869384765625
0.00042999999999999999,-0.082983396947383881
0.00044000000000000002,-0.067121885716915131
0.00044999999999999999,-0.05115966871380806
0.00046000000000000001,-0.03605346754193306
0.00046999999999999999,-0.02346496656537056
0.00048000000000000001,-0.011027527041733265
0.00048999999999999998,0.0022155761253088713
0.00050000000000000001,0.01576080359518528
0.00051000000000000004,0.02935638464987278
0.00051999999999999995,0.041642762720584869
0.00052999999999999998,0.0523681640625
0.00054000000000000001,0.063294984400272369
0.00055000000000000003,0.074322506785392761
0.00055999999999999995,0.085551455616950989
0.00056999999999999998,0.095672607421875
0.00058,0.10448455810546875
0.00059000000000000003,0.11103057861328125
0.00059999999999999995,0.11697234958410263
0.00060999999999999997,0.12276306003332138
0.00062,0.12794952094554901
0.00063000000000000003,0.13046722114086151
0.00064000000000000005,0.13092041015625
0.00064999999999999997,0.13102111220359802
0.00066,0.13097076117992401
0.00067000000000000002,0.12946014106273651
0.00068000000000000005,0.12658996880054474
0.00068999999999999997,0.12225951999425888
0.00069999999999999999,0.11672057956457138
0.00071000000000000002,0.11208800971508026
0.00072000000000000005,0.10831145942211151
0.00072999999999999996,0.10317535698413849
0.00073999999999999999,0.096125796437263489
0.00075000000000000002,0.089025877416133881
0.00076000000000000004,0.08182525634765625
0.00076999999999999996,0.076689146459102631
0.00077999999999999999,0.071653746068477631
0.00079000000000000001,0.065007016062736511
