Data Set 1:Time(s),Data Set 1:Sound Pressure
0,0.22921141982078552
1.0000000000000001e-05,0.21697540581226349
2.0000000000000002e-05,0.20121459662914276
3.0000000000000001e-05,0.18343964219093323
4.0000000000000003e-05,0.16631928086280823
5.0000000000000002e-05,0.1505584716796875
6.0000000000000002e-05,0.13600616157054901
6.9999999999999994e-05,0.12246093899011612
8.0000000000000007e-05,0.11052703857421875
9.0000000000000006e-05,0.1007080078125
0.0001,0.092349246144294739
0.00011,0.08434295654296875
0.00012,0.078451536595821381
0.00012999999999999999,0.075732424855232239
0.00013999999999999999,0.075581356883049011
0.00014999999999999999,0.076487734913825989
0.00016000000000000001,0.078501895070075989
0.00017000000000000001,0.082278445363044739
0.00018000000000000001,0.088270567357540131
0.00019000000000000001,0.09743499755859375
0.00020000000000000001,0.10710296779870987
0.00021000000000000001,0.11737518012523651
0.00022000000000000001,0.12915802001953125
0.00023000000000000001,0.14225006103515625
0.00024000000000000001,0.15675202012062073
0.00025000000000000001,0.17251281440258026
0.00025999999999999998,0.18948212265968323
0.00027,0.20705565810203552
0.00027999999999999998,0.2240753173828125
0.00029,0.24054107069969177
0.00029999999999999997,0.25816497206687927
0.00031,0.27583923935890198
0.00032000000000000003,0.29149931669235229
0.00033,0.30544739961624146
0.00034000000000000002,0.31763306260108948
0.00035,0.32866057753562927
0.00036000000000000002,0.33878174424171448
0.00036999999999999999,0.34573060274124146
0.00038000000000000002,0.34855040907859802
0.00038999999999999999,0.34855040907859802
0.00040000000000000002,0.34618377685546875
0.00040999999999999999,0.341400146484375
0.00042000000000000002,0.33404844999313354
0.00042999999999999999,0.32156068086624146
0.00044000000000000002,0.30378571152687073
0.00044999999999999999,0.28288879990577698
0.00046000000000000001,0.25992736220359802
0.00046999999999999999,0.23585815727710724
0.00048000000000000001,0.20821380615234375
0.00048999999999999998,0.17568512260913849
0.00050000000000000001,0.139984130859375
0.00051000000000000004,0.10362853854894638
0.00051999999999999995,0.067776486277580261
0.00052999999999999998,0.031874082982540131
0.00054000000000000001,-0.0064453124068677425
0.00055000000000000003,-0.04677886888384819
0.00055999999999999995,-0.086457826197147369
0.00056999999999999998,-0.12422332912683487
0.00058,-0.15891723334789276
0.00059000000000000003,-0.19250336289405823
0.00059999999999999995,-0.22714690864086151
0.00060999999999999997,-0.2618408203125
0.00062,-0.29366454482078552
0.00063000000000000003,-0.32135924696922302
0.00064000000000000005,-0.34588164091110229
0.00064999999999999997,-0.37045440077781677
0.00066,-0.39603424072265625
0.00067000000000000002,-0.4194488525390625
0.00068000000000000005,-0.43853300809860229
0.00068999999999999997,-0.45494842529296875
0.00069999999999999999,-0.47010499238967896
0.00071000000000000002,-0.48566436767578125
0.00072000000000000005,-0.49961242079734802
0.00072999999999999996,-0.51013642549514771
0.00073999999999999999,-0.51784056425094604
0.00075000000000000002,-0.52262419462203979
0.00076000000000000004,-0.52569580078125
0.00076999999999999996,-0.5277099609375
0.00077999999999999999,-0.52755892276763916
0.00079000000000000001,-0.52322846651077271
0.00080000000000000004,-0.51542359590530396
0.00080999999999999996,-0.5035400390625
0.00081999999999999998,-0.49075013399124146
0.00083000000000000001,-0.47801056504249573
0.00084000000000000003,-0.46365967392921448
0.00084999999999999995,-0.44447478652000427
0.00085999999999999998,-0.42216795682907104
0.00087000000000000001,-0.39920654892921448
0.00088000000000000003,-0.37735289335250854
0.00088999999999999995,-0.355499267578125
0.00089999999999999998,-0.33203428983688354
0.00091,-0.30519562959671021
0.00092000000000000003,-0.27755126357078552
0.00093000000000000005,-0.25166931748390198
0.00093999999999999997,-0.226593017578125
0.00095,-0.20086212456226349
0.00096000000000000002,-0.17392273247241974
0.00097000000000000005,-0.14456634223461151
0.00097999999999999997,-0.11480712890625
0.00098999999999999999,-0.085551455616950989
0.001,-0.057051084935665131
0.00101,-0.02784576453268528
0.0010200000000000001,0.0021652220748364925
0.0010300000000000001,0.03429107740521431
0.0010399999999999999,0.06621551513671875
0.0010499999999999999,0.096377566456794739
0.00106,0.12512969970703125
0.00107,0.1535797119140625
0.00108,0.18202972412109375
0.00109,0.20886841416358948
0.0011000000000000001,0.23288726806640625
0.0011100000000000001,0.25413665175437927
0.0011199999999999999,0.27211302518844604
0.0011299999999999999,0.28686675429344177
0.00114,0.29935455322265625
0.00115,0.30856934189796448
0.00116,0.3137054443359375
0.00117,0.31446075439453125
0.0011800000000000001,0.31138914823532104
0.0011900000000000001,0.30590057373046875
0.0011999999999999999,0.29834747314453125
0.0012099999999999999,0.28908234834671021
0.0012199999999999999,0.27669525146484375
0.00123,0.2613372802734375
0.00124,0.24597930908203125
0.00125,0.23087310791015625
0.0012600000000000001,0.2160186767578125
0.0012700000000000001,0.20076140761375427
0.0012800000000000001,0.18545380234718323
0.0012899999999999999,0.16989441215991974
0.0012999999999999999,0.15634918212890625
0.00131,0.14411315321922302
0.00132,0.13288421928882599
0.00133,0.12241058051586151
0.00134,0.11249084770679474
0.0013500000000000001,0.10211791843175888
0.0013600000000000001,0.09391021728515625
0.0013699999999999999,0.087666317820549011
0.0013799999999999999,0.082177735865116119
0.00139,0.077142335474491119
0.0014,0.0730133056640625
0.00141,0.069689944386482239
0.00142,0.0684814453125
0.0014300000000000001,0.069538876414299011
0.0014400000000000001,0.073114015161991119
0.0014499999999999999,0.078904725611209869
0.0014599999999999999,0.08635711669921875
0.00147,0.095974728465080261
0.00148,0.10740508884191513
0.00149,0.12230987846851349
0.0015,0.14114227890968323
0.0015100000000000001,0.16108246147632599
0.0015200000000000001,0.18046875298023224
0.0015299999999999999,0.20116424560546875
0.0015399999999999999,0.22412566840648651
0.0015499999999999999,0.24759063124656677
0.00156,0.27009886503219604
0.00157,0.2900390625
0.00158,0.30776366591453552
0.0015900000000000001,0.32427978515625
0.0016000000000000001,0.33923491835594177
0.0016100000000000001,0.34985962510108948
0.0016199999999999999,0.35625457763671875
0.0016299999999999999,0.35962828993797302
0.00164,0.35942688584327698
0.00165,0.35590210556983948
0.00166,0.34880217909812927
0.00167,0.33868104219436646
0.0016800000000000001,0.32458192110061646
0.0016900000000000001,0.30685728788375854
0.0016999999999999999,0.28691712021827698
0.0017099999999999999,0.26591950654983521
0.00172,0.24265594780445099
0.00173,0.21637114882469177
0.00174,0.18741759657859802
0.00175,0.15750733017921448
0.0017600000000000001,0.12734527885913849
0.0017700000000000001,0.096377566456794739
0.0017799999999999999,0.063597105443477631
0.0017899999999999999,0.02865142747759819
0.0018,-0.0069992067292332649
0.00181,-0.04411010816693306
0.00182,-0.081019595265388489
0.00183,-0.1163177490234375
0.0018400000000000001,-0.1525726318359375
0.0018500000000000001,-0.19074097275733948
